id,imagemUrl,titulo,tipoObra,temas_filtrados
20047,https://acervo-portinari.s3.sa-east-1.amazonaws.com/98e5b0856d0315bdb591a42c4ecbc869.jpeg,Abertura dos Portos,Pintura,"Cenas Históricas, Paisagem, Marinha"
20061,https://acervo-portinari.s3.sa-east-1.amazonaws.com/d78f2e61305a9f80c5d22215642d4235.jpeg,Tintureiro,Pintura,"Paisagem, Campo"
20065,https://acervo-portinari.s3.sa-east-1.amazonaws.com/9813db19f133ba37fa76cfeb8440c686.jpeg,Festa de São João,Pintura,"Favela, Festas populares"
20076,https://acervo-portinari.s3.sa-east-1.amazonaws.com/37d503977e23351435af67b0092990b8.jpeg,Mulher em Paisagem,Pintura,"Paisagem, Campo"
20078,https://acervo-portinari.s3.sa-east-1.amazonaws.com/109e540ccfee0abb70854be8eb1f0451.jpeg,Paisagem de Petrópolis,Pintura,Paisagem
20079,https://acervo-portinari.s3.sa-east-1.amazonaws.com/312d113abf45401a7008c4002ebf8995.jpeg,Bandeirantes,Pintura,Cenas Históricas
20080,https://acervo-portinari.s3.sa-east-1.amazonaws.com/1dd1b113fd49ecc606c33ec5e8047861.jpeg,Bandeirantes,Pintura,Cenas Históricas
20087,https://acervo-portinari.s3.sa-east-1.amazonaws.com/b69aa8ed74998f71bf1c758efcac7544.jpeg,Baiana,Pintura,"Paisagem, Campo"
20089,https://acervo-portinari.s3.sa-east-1.amazonaws.com/79eb237a8fe6a2f03f1b181550ba14f0.jpeg,Bois e Espantalhos,Pintura,Paisagem
20092,https://acervo-portinari.s3.sa-east-1.amazonaws.com/f0c07e62b04541c2eea8f3e4277c397a.jpeg,Nossa Senhora da Glória do Outeiro,Pintura,"Paisagem, Cidade"
20099,https://acervo-portinari.s3.sa-east-1.amazonaws.com/82f7bb9a2ea374b20e76ecf41267da57.jpeg,Bandeirantes,Pintura,Cenas Históricas
20100,https://acervo-portinari.s3.sa-east-1.amazonaws.com/6e24703e6a47a5fa0585c88ffe9f4deb.jpeg,Catequese,Pintura,Cenas Históricas
20107,https://acervo-portinari.s3.sa-east-1.amazonaws.com/126616e4bc7c91ad3e1c92c6c9dbce58.jpeg,Menina com Flor,Pintura,Paisagem
20108,https://acervo-portinari.s3.sa-east-1.amazonaws.com/3854b232ba8971a77df4f61de669483d.jpeg,Paisagem de Petrópolis,Pintura,Paisagem
20113,https://acervo-portinari.s3.sa-east-1.amazonaws.com/38c273ed0209d4c33e949ffb13dd7391.jpeg,Favela,Pintura,Favela
20115,https://acervo-portinari.s3.sa-east-1.amazonaws.com/cbd1a81dbfb9964948ba5b434c154db2.jpeg,Paisagem,Pintura,"Paisagem, Marinha"
20133,https://acervo-portinari.s3.sa-east-1.amazonaws.com/5ad2840186d9a9b1a876cd42511794b7.jpeg,Carnaval,Pintura,"Festas populares, Carnaval"
20139,https://acervo-portinari.s3.sa-east-1.amazonaws.com/914570df131eec7dfb91d6eec2f5933d.jpeg,Retrato de Carlos de Lima Cavalcanti,Pintura,"Paisagem, Marinha"
20140,https://acervo-portinari.s3.sa-east-1.amazonaws.com/4d88f8102d1bef3763b8378e1ec18d9c.jpeg,Festa de São João,Pintura,"Favela, Festas populares"
20141,https://acervo-portinari.s3.sa-east-1.amazonaws.com/0a1a764dd5d4d6f6505ab4421a02db4f.jpeg,Festa de São João,Pintura,"Favela, Festas populares"
20153,https://acervo-portinari.s3.sa-east-1.amazonaws.com/bacd46f3228306e4b4876e98cff56083.jpeg,Espantalho,Pintura,"Paisagem, Campo"
20167,https://acervo-portinari.s3.sa-east-1.amazonaws.com/cff7355af271d2407dcb7d8665154eda.jpeg,Menina com Cabrito,Pintura,"Paisagem, Campo"
20169,https://acervo-portinari.s3.sa-east-1.amazonaws.com/1a34b7a894a9968ad74e1734059e1467.jpeg,Paisagem com Bananeiras,Pintura,"Paisagem, Campo"
20195,https://acervo-portinari.s3.sa-east-1.amazonaws.com/427453bb997ea03093f7f2e0817b4be6.jpeg,Rio Tietê,Pintura,Paisagem
20198,https://acervo-portinari.s3.sa-east-1.amazonaws.com/96ee4bc4ff458adc2d4ca4a63cbf0ddf.jpeg,Espantalho,Pintura,"Paisagem, Campo"
20202,https://acervo-portinari.s3.sa-east-1.amazonaws.com/a40ace6cde1abfc50dd0f442615d7058.jpeg,Espantalho,Pintura,"Paisagem, Campo"
