id,pagina,estrofes,titulo,ano,tecnica,local,dimensoes,colecao
poema_001,19,"  Fizeram uma parada, uma parada / Para o trem carregar café, / Antes, estradas difíceis, só carros de bois / Transitavam, levando dias e dias. / Depois, uma casa aqui, outra ali. / Formaram o povoado. Não / Há rio, nem pedras. / De tijolos caiados e telhas antigas / São as construções; de taipas e / Arame farpado, os divisores. / Lugar arenoso no meio da terra roxa / Cafeeira. Imenso céu azul circula / O areal. Milhares de brancas nuvens / Viajam. Caravanas luminosas / Em movimento. O mais solitário, ali / Deixaria de sê-lo. Toda essa fagueira / Companhia. Alegre e promissor / Futuro… / As festas, os bailes, a banda de música / Procissões e o sino repicando… / Muito povo endomingado / Noites enluaradas e todas as estrelas / Eram mais claras do que os dias nos outros povoados.",Praça de Brodowski,1956,Desenho a nanquim bico de pena/papel,"Brodowski, SP",28 × 36 cm,Coleção particular
poema_002,21,"  Antes da luz e da água encanada, / No povoado havia lamparina / E cisterna; dez a quinze metros / Para encontrar o líquido. / Os circos traziam iluminação / De carbureto. Próximos / Dos elementos. Quantos vendavais e / Chuvas de granizo! / Moinhos de garapa, / Feitos de madeira — canaviais / E matas virgens com seus pássaros e / Frutas. Consumiram / Tudo e mais as lendas. Onde / Estarão os jacus e as pacas? / Os jenipapos e jatobás? / As estradas cortando as / Matas criavam estórias / E medos. Os caminhos / Também fugiram. Olhando / O céu, às vezes os vejo transformados em nuvens.",Circo,1941,Desenho a guache e nanquim pincel/papel,"Washington, DC","25 × 28,5 cm",Coleção particular
poema_004,25,"  Nasci e montei na garupa / De muitos cavaleiros. Depois / Montei sozinho em cavalo de / Pé de milho. Fiz as mais / Estranhas viagens e corri / Na frente da chuva durante / Muitos sábados. Dava poeira / No trenzinho de Guaivira. / Paco espanhol era meu parceiro. / Vivíamos apavorados com os / Temporais — pareciam odiar / Aqueles lugares… / Vinham ferozes contra as / Sete ou oito cabanas / Desarmadas.",Meninos a cavalo,1959,Gravura a água-forte e grafite/papel pardo,"Rio de Janeiro, RJ",22 × 18 cm,Coleção Sociedade dos Cem Bibliófilos do Brasil
poema_005,27,"  Num pé de café nasci. / O trenzinho passava / Por entre a plantação. Deu a hora / Exata. Nesse tempo os velhos / Imigrantes impressionavam os recém-chegados. / O tema do falatório era o lobisomem. / A lua e o sol passavam longe. / Mais tarde mudamos para a Rua de Cima. / O sol e a lua moravam atrás de nossa / Casa. Quantas vezes vi o sol parado. / Éramos os primeiros a receber sua luz e calor. / Em muitas ocasiões ouvi a lua cantar. / Esmerava-se para aparecer nitidamente / Redonda. Ficava espiando do nosso maracujazeiro. / Surpreendido, vendo São Jorge à paisana, / Pensei pedir-lhe o cavalo emprestado. / Não me animei. A lua estava de vestido de / Noiva. Os sinos começaram a badalar. / As gentes acudiam, era a missa do galo. / Os dos sítios do Adão e dos olhos-d’água / Lá estavam desde cedo. / As estrelas baixaram iluminando o lado / De fora da igreja, onde se aglomeravam / As gentes, os cães e os animais de / montaria. / O Dragão veio se chegando de chinelos…",Café,1957,Desenho a grafite/papel,"Rio de Janeiro, RJ","36,6 × 51,1 cm",Coleção particular
poema_006,29,"  Minha memória já não alcança / Aqueles cafezais. Começa / No passado. Antes há lembranças entrelaçadas / E sonhos. Mesmo se prolongando / Até lá, vejo esfumaçado. / Os sonhos se repetem? / As nuvens no céu? / A água do rio terá a / Mesma medida? Ou a mesma cor? / Sofrerá a água? / Correr, correr sempre, e ter olhos / Para ver como quiser: ver a / Estrada azul voar no espaço / Como a brisa e disparar / No cavalo branco sem se importar / Para onde.",Colheita de café,1956,Pintura a óleo/tela,"Rio de Janeiro, RJ",81 × 100 cm,Coleção particular
poema_007,31,"  Amanhecer alegre nas festas / Da fazenda. Preparavam / Os cavalos atrelando-os aos / Troles. Iam buscar a música. / O baile dessa vez não era / De sanfona. O dono era / Importante. O córrego estranhava / Ter de refletir tantas gentes e animais. / Fogueiras, quentão e rapadura. / As moças endomingadas valiam-se / De Santo Antônio. O céu estava / Completo e nítido. Cada um esperava / Sua alegria — para a maioria não / Vinha — o vento a conduzia para / Outras terras, às vezes, olhando à toa, / Vejo passando qualquer coisa branca. / É uma alegria sem destino / Ou uma estrela morta. O som da / Música do baile vaga no espaço / Ou no assobio dos namorados.",Noite de São João,1957,Pintura a óleo/tela,"Rio de Janeiro, RJ",58 × 71 cm,Coleção particular
poema_008,33,"  Distante o mais longe na memória / A casa velha, o coqueiro solitário. / No amanhecer do orvalho / Moravam os donos do gado. / Era em algum lugar numa / Estória de Dona Iria ou dentro / Da chuva. Não havia lua e nem / Sol. Qualquer coisa branca e azulada. / Não sei o que está preso / Em mim: lembrança fixada / Em meus olhos. Se não penso, / Ela surge. A cor da porta e / Da janela perdi e nunca mais / Achei. Contente mesmo assim, / Em sonhos vejo tudo e / A porta e a janela — mas em preto e branco.",Moça,1940,Pintura a óleo/tela,"Rio de Janeiro, RJ","40,5 × 30,2 cm",Coleção desconhecida
poema_011,37,"  Festas, procissões, banda de música, / Leilões de prendas e o repique dos sinos, / Passeio na retreta, moças bonitas, / Todos com suas melhores roupas. / Na plataforma da estação / Esperávamos a chegada do trem / Talvez viesse qualquer coisa / Para nós: um volume de alegrias. Como / Era imenso o pequeno povoado! / Cada um de nós tinha namorada, / Mesmo sem ela saber. / Nos bailes nossos olhos acompanhavam / A mais bela. Quando tudo terminava, / A tristeza descia sobre nós… / Só nos restava a / Volta do coreto nos domingos. / Badalava a hora da reza. / Melancólicos, éramos obrigados a ir embora. / Como demoravam passar os dias! / As moças das fazendas só viriam no ano próximo.",Festa em Brodowski,1933,"Desenho a aquarela, guache e grafite/papel pardo","Brodowski, SP",33 × 51 cm,Coleção particular
poema_012,39,"  Com os pés e os lábios rachados / Pelo frio do inverno, saíamos / Ao encontro dos companheiros, / Mesmo quando a chuva monótona / Invernava. / Íamos ver os ninhos de / Passarinhos, cada um zelava / De uns quantos. Nenhum os maltratava. / Levávamos alimentos para eles / Distribuíamos arapucas pelo pasto. / Assim brincando, crescíamos. / O vento passava sem destruir nada. / Voltávamos correndo, / Íamos / Nos aquecer perto do fogo, / Que nessa estação / Permanecia aceso. / Fazíamos pipoca. Às vezes, / Confortados adormecíamos. ",Menino com passarinho e arapuca,1959,Pintura a óleo/madeira,"Rio de Janeiro, RJ",167 × 68 cm,Coleção particular
poema_013,41,"  A madrugada conta-me sempre, e / Sempre não entendo. Talvez / Sejam avisos do mal que me sucede. / As chuvaradas de meu / Povoado… Estas nos traziam tanta alegria! / Patinhávamos na enxurrada. / Todos nós saíamos à rua / Felizes em nossas roupas molhadas. / As madrugadas daqueles tempos / Eram raras. Despertávamos / Ouvindo o canto dos carros de bois. / O sono nos largava, ficávamos / À espera do clarear do dia / Para sairmos. Os sons / Longínquos ou próximos / Faziam-nos palpitar. Por onde / Andarão aquelas madrugadas?",Tempestade,1943,Pintura a óleo/tela,"Rio de Janeiro, RJ","61,5 × 74 cm",Coleção particular
poema_014,43,"  Galopei o vento e também / Tornei-me invisível. Chegando / Aos olhos-d’água, fui derrubado / Na lagoinha. Fiquei todo molhado. / Sentei-me na pedreira, defronte / Do sol. Enxuto, voltei a pé, / Passei pelo matadouro e / Espiei nosso rio de nadar. / Existirá ainda? Dali olhava / Os bois colados no monte. / Não se apagará de minha retina / A casa branca dos bexiguentos. / Entrava em meu povoado, / Atravessava-o para chegar / Em casa. Sempre / A alegria da volta compensava. / O medo de viajar sozinho… / Como está longe e apagado / Esse viver feliz! O sol, a lua, / As estrelas, as flores e os pássaros / Mostravam-se grátis. / ",Noite em Brodowski,1955,Desenho a crayon colorido e grafite/papel,Local desconhecido,"20,5 × 27,5 cm",Coleção particular
poema_017,47,"  As mangueiras ramalhavam / E agitavam os corações acesos / Que as enfeitavam. Velhas / Mangueiras de minha infância… / Eram as babás dos meninos / Pobres como eu. Floriam e / Ninguém lhes atirava pedras. / Das flores nasciam os coraçõezinhos / De verde limpo, sem o pó das / Velhas folhas espalhado pelo / Vento. Estas, tão abundantes, / Serviam de escudo. Os corações / Em sua plenitude luziam ao longe. / Às vezes choravam lágrimas / Resinosas. / ",Nonna encaixotando mangas,1956,Desenho a grafite/cartolina,"Brodowski, SP","36,4 × 51 cm",Coleção particular
poema_018,49,"  Dona Iria portuguesa / Contava-nos estórias. / Quando o sol descia, / Estávamos todos em sua / Casa. Que lindas eram! / Cada um de nós se imaginava / O herói. Estão em minha / Lembrança — embaralhadas. / Para nós Dona Iria era a melhor, / A mais importante. / Veio a geada e / Queimou todos os cafezais. / Eu ouvia os comentários dos adultos. / Meu pai falou em crise. / Pedi a Deus que não deixasse / Pegar em Dona Iria aquela doença.",Mulher dançando,1939,Gravura – monotipia/papel,"Rio de Janeiro, RJ",32 × 24 cm (aproximadas),Coleção particular
poema_019,51,"  À noite, viajando pela estrada solitária montando / O Negrinho, sentia uma sensação de paz. / As estrelas cintilavam clareando a campina. / O céu, com seus milhões de lumes, / Tirava da penumbra vultos de formas variadas. / Assim, acompanhado, o medo não viria. / Oh!, estrada do paraíso! Teria cortejo de anjos? / Que tranquilidade! Sentia a erva / Crescer, os pássaros imóveis em seus ninhos. / Acompanhava-os o silêncio. Não sabia onde ia / Meu cavalo, mestre em andanças, enxergava / Mais à noite. Respirando a brisa amena, ia / Pensando: Por que não morrer / Ali no caminho do céu? ",Cavaleiro da lua cheia,1942,Pintura a óleo/tela,"Brodowski, SP","46,5 × 55,5 cm",Coleção particular
poema_020,53,"  Se eu soubesse por onde / Anda o som do sino / Nas alvoradas do dia de / Festa de Santo Antônio! / Perguntarei ao vento, que / Invisível galopa por esses / Mundos e sempre passa por / Meu povoado. Existirá / Ainda? Ou transformou-se / Em arco-íris? As andorinhas / Enchiam a praça da Igrejinha. / Seu chilrear acompanhava / O repique do sino de minha / Infância.",Santo Antônio,1942,Pintura a óleo/tela,"Brodowski, SP",200 × 78 cm,Coleção Igreja de Santo Antônio - Brodowski - SP
poema_021,55,"  Na pracinha de Santo Antônio / Havia um morto abandonado / Ninguém sabia quem o tinha / Largado ali. Era um preto já / Em decomposição. Talvez / Um órfão vindo das bandas / Do Triângulo para ser matado. / A vida nada valia ali. / Haveria interesse em conhecer o matador? / O vento e a lua não contariam. / A noite negra e os raios assistiram. / Na terra molhada havia, / Por todos os lados, rastros de pés / Semelhantes. Depois de alguns / Dias o enterraram. Não tocaram / O sino. Lá todos têm o mesmo pé. / ",Cena da infância do artista,1956,Desenho a nanquim bico de pena/papel,"Brodowski, SP","26 × 39,4 cm",Coleção particular
poema_022,57,"  Aos sete ou oito anos tive / Uma namorada branca, branca. / Nunca lhe disse uma palavra. / Nos víamos à saída da escola / Ou aos domingos na Igreja. / Ela sabia. Ficava vermelha / Quando os meninos diziam / O nome dela. Ao sol ela doía na vista, / De tão branca e luminosa. / Depois nunca mais a vi e / Nem lhe ouvi o nome. / Namorei tantas meninas e / Ninguém soube. / Sofria e sonhava. As tardes / Na hora do trem chegar / Passava milhares de vezes / Em frente à casa dela. Atrás / De minha retina estão todas as casas… / ",Menina das trancinhas,1958,"Desenho a grafite, crayon e lápis de cor/papel","Rio de Janeiro, RJ","22,2 × 17,7 cm",Coleção particular
poema_023,59,"  As roseiras estão em flor? Quanta rosa nas / Roseiras lá de casa! Todos vinham pedir rosas / Por mais que levassem, mais havia / As roseiras estiveram presentes desde / O meu nascimento. Minha mãe cultivava-as / Ficava lisonjeada quando pediam. Havia outras / Flores. Sua preferida era a rosa. / A idade não lhe permite mais esse prazer. / Também com a idade as roseiras não dão / Mais rosas. / Com elas se apagou parte / De minha vida feliz…",Flores,1944,Pintura a óleo/tela,"Rio de Janeiro, RJ",74 × 60 cm,Coleção particular
poema_024,60,"  Nem vi o mar e nem as árvores. / A cegueira escureceu-me / A imaginação. Ouço o sino de onde? / Badala até chegarem ao cemitério. / Enxergo somente reproduções. / Algumas em cores, outras em branco e preto. / Carrego-as dentro de mim. / Não ouço vozes e nem barulho. / Ainda estarei neste mundo? / Lembro-me dos azuis nas / Montanhas e das águas / Pardacentas dos córregos do povoado. / 60                                                                        ",Meninos nadando,1955,Desenho a grafite e,"Brodowski, SP","34,3 × 48 cm",Coleção particular
poema_026,63,"  Já na fila / Da última viagem, / Dói-me deixar-te. / Meu espírito estará perto. / Talvez juntos iremos à / Montanha à procura das nascentes. / Olharemos as pedras e os / Rios; te recordarás de mim?… / Dá um nó em tua blusa. / Só neste quarto, / Faço uma incursão no / Passado. Vejo-me armando arapuca, / Sou o prisioneiro eu mesmo. / Houve alegrias, / Misturadas com sarampo. / Quebrei a perna ao chegarem. / Mas tudo se iluminou: a lua / Branca sorria. Acenavam-me as gabirobeiras: / Em cada uma eu via a tua imagem…",Menino sentado,1933,Pintura a aquarela e grafite/papel,"Brodowski, SP","16,5 × 20,5 cm",Coleção particular
poema_028,65,"  Nas noites estreladas nada ouvíamos. Dos sentidos / Só os olhos agiam e anulavam os outros. / O mau tempo trazia a escuridão e a tristeza. / O sino da cadeia dava as dez pancadas / De medo. Seriam os lobisomens? / Às dez em geral dormíamos, o trovão e as faíscas traziam / Inquietação. Sem coragem de sair à rua / Ou ao quintal. Sobressaltos até ao amanhecer. / O vento zunia. Estaria furioso? / Depois de dado o toque de recolher / Os dois únicos soldados do povoado patrulhavam ligeiros, / Batendo os sapatões no solo. Longe cães ladravam / Voz de carreiro atrasado pelo encalhe interrompia o / Silêncio, chamando os lindos nomes dos bois de seu carro. / A quietude permitia ouvir nitidamente seus resmungos. / Vinham desde a lonjura sobre o vento… / 65",Tempestade,1943,Gravura a água-forte/papel,"Brodowski, SP","25 × 19,5 cm",Coleção desconhecida
poema_029,67,"  As viagens de trem foram as melhores. / Olhando as árvores, as casas, os animais e / Os fios telegráficos, ia sonhando. / As paisagens e seus habitantes / Vistos dali pareciam contentes… / Tudo endomingado. Apreciava o / Ruído do trem. Nas paradas, nas / Pequenas estações, lá estavam os / Mendigos, cegos ou sem perna, os / Meninos apregoando alguma coisa e as / Filhas do chefe vendendo café em / Uma janela. Mocinhas nascidas / Ali, ansiosas por respirar outros / Ares. Tristes, mas esperançosas. / Talvez seus sonhos se realizassem… / O sonho era um príncipe. Ele não / Viria. Elas seriam logradas, mas / Era bom morrer / Sonhando com o príncipe.",Paisagem,1943,Pintura a óleo/madeira,"Brodowski, SP","25,5 × 31 cm",Coleção particular
poema_030,69,"  Sentia-me feliz quando chegava um circo. / Vinha de terras estranhas. / Todo o meu pensamento se ocupava dele. / O palhaço, montando um burro velho, fazia / Reclame com a meninada acompanhando. / Eu assistia ao espetáculo e apaixonava-me pelas / Acrobatas de dez a quinze anos. Fazia / Planos para fugir com elas. Nunca lhes falei. / Por elas tudo em mim palpitava. / Minha fantasia, / Voltando à vida real, entristecia-me. Não era eu / Um príncipe? Nada disso. Roupas baratas, / Pobreza… Até as flores lá de casa pareciam / Murchas e sem perfume. Só nos achávamos / Bem rondando o circo. Quando partia para outra / Localidade, eu sentia tanta tristeza, chegava ao desespero, / Chorava silenciosamente; desolado ia ver o trem / Passar na direção onde estavam as acrobatas. / Talvez pensassem em mim / O trem seria meu emissário. / Nos encontraríamos mais / Tarde… O tempo deixava pequena lembrança / Até a chegada de outro circo…",Circo,1933,Pintura a óleo/tela,"Brodowski, SP",60 × 73 cm,Coleção particular
poema_031,70,"  Passaram os acontecimentos; / Só não passam os sonhos. Tão / Reais que ninguém saberia distingui-los / De coisas acontecidas. Sentávamos ao / Redor do fogo nas manhãs frias, na / Colheita do café. O céu cobria-se de / Luzes nas noites geladas. Deitado / De costas, maravilhado, olhando, / Pedia a Deus para morrer. / Tinha perto de sete anos, seria / Anjo. Depois dos sete nem caixão azul / Teria. Por onde andais, meus sonhos? / Voltarei a sonhar? Estarei sonhando?",Menino de Brodowski,1946,Desenho a óleo/papel,"Brodowski, SP",,Coleção desconhecida
poema_034,74,"  Bem maior foi meu mundo no / Povoado, e mais misterioso também. / Nossa banda de música, com tampas / De panelas, e flautas de bambu, / E pífanos de canudo de mamoeiro… / Marchávamos pelas ruas do povoado. / Em cada um de nós havia um general / Comandante. O entusiasmo / Nos fazia tremer. Os cães amigos / Nos acompanhavam, pareciam / Sonhar também…",Coro de anjos,1944,Desenho a nanquim bico de pena e lapis de cor/papel,"Petrópolis, RJ","19,7 × 15,5 cm",Coleção particular
